Datetime,Screen Name,Name,text_clean,text_preprocessed,sentiment
2022-05-26 07:05:08+00:00,hehesapayah,Naddâ™¡â™§,liat tl rame bgt pada dpt tiket aku juga pengen tapi kuliah offline membuat aku tak bisa ngistoraðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­,"['liat', 'tl', 'rame', 'bgt', 'dpt', 'tiket', 'ken', 'kuliah', 'offline', 'ngistora']",negative
2022-05-26 06:57:53+00:00,collegemenfess,COLLE FORGER,cm dah siap kuliah offline belum,"['cm', 'dah', 'kuliah', 'offline']",positive
2022-05-26 06:46:19+00:00,Askrlfess,Askrlfess,askrl spill cara kalian ngatur keuangan waktu kuliah offline biar tetep hemat dong,"['askrl', 'spill', 'ngatur', 'uang', 'kuliah', 'offline', 'biar', 'tetep', 'hemat']",positive
2022-05-26 06:43:31+00:00,lampungbase,Lampung Fess ON CEK RULES,geh kalian yg di unila itera kalo kuliah offline boleh ngeluarin device buat catat materi gak laptop tab hp etcâ€¦,"['geh', 'yg', 'unila', 'itera', 'kalo', 'kuliah', 'offline', 'ngeluarin', 'device', 'catat', 'materi', 'gak', 'laptop', 'tab', 'hp', 'etc']",positive
2022-05-26 06:27:07+00:00,deptslchld,asteriaðŸ©,kuliah offline  minggu lebih duduk paling depan tetap gabisa baca apapun di layar proyektor berasa gaguna didepanðŸ˜­ðŸ˜­,"['kuliah', 'offline', 'minggu', 'duduk', 'gabisa', 'baca', 'apa', 'layar', 'proyektor', 'asa', 'gaguna', 'depan']",negative
2022-05-26 06:14:55+00:00,acaisgood,ð“ðœðš à­§â¤âƒ ðŸ»,ada ada aja problematik mau kuliah offline,"['aja', 'problematik', 'kuliah', 'offline']",negative
2022-05-26 06:11:47+00:00,Kintamaniii,Bonzu Pippinpaddleopsicolis ke 3,ga taunya baru ketauan ternyata dia pas lagi bilang gitu pas lagi kuliah offline  minggu katanya mau ngabarin hahâ€¦,"['ga', 'tau', 'tau', 'pas', 'bilang', 'gitu', 'pas', 'kuliah', 'offline', 'minggu', 'ngabarin', 'hah']",negative
2022-05-26 06:11:47+00:00,Kintamaniii,Bonzu Pippinpaddleopsicolis ke 3,udah mulai ada kemajuan walaupun diajak ketemuan susahnya minta ampun ya sadar sih hak dia untuk menolak terus beâ€¦,"['udah', 'maju', 'ajak', 'ketemu', 'susah', 'ampun', 'ya', 'sadar', 'sih', 'hak', 'tolak', 'be']",
2022-05-26 05:59:11+00:00,sinjen12_,nananana,undip kapan mulai kuliah offline sihhh belum dapet kost asli maless carii ðŸ˜­ðŸ˜­,"['undip', 'kuliah', 'offline', 'sihhh', 'dapet', 'kost', 'asli', 'maless', 'cari', '']",negative
2022-05-26 05:54:10+00:00,mocxxahazel,Fastresp WA | Joki Tugas Saintek | CV Kreatif ATS,halo temen temen maaf banget aku jarang aktif di twitter karena emang kuliah aku udah offline dan lebih banyak cusâ€¦,"['halo', 'temen', 'temen', 'maaf', 'banget', 'jarang', 'aktif', 'twitter', 'emang', 'kuliah', 'udah', 'offline', 'cus']",negative
2022-05-26 05:52:52+00:00,kolonigigs_,KOLONI GIGS,not on my birthday dan kuliah sudah offline dan ada jkt,"['not', 'on', 'my', 'birthday', 'kuliah', 'offline', 'jkt']",negative
2022-05-26 05:49:13+00:00,han_tofu,Ju - ì£¼ðŸ¿ï¸ || mention after DM,semua produk diatas itu produk baru ya bukan bekas karena masih sealed semua amp exp nya lamaðŸ™ aku emang jual oriflamâ€¦,"['produk', 'atas', 'produk', 'ya', 'bekas', 'sealed', 'amp', 'exp', 'nya', 'lama', 'emang', 'jual', 'oriflam']",
2022-05-26 05:48:59+00:00,han_tofu,Ju - ì£¼ðŸ¿ï¸ || mention after DM,will be very appreciated ðŸ™  wts  dijual in rush untuk persiapan kuliah offlineðŸ™  tender care protecting byâ€¦,"['will', 'be', 'very', 'appreciated', '', 'wts', 'jual', 'in', 'rush', 'siap', 'kuliah', 'offline', 'tender', 'care', 'protecting', 'by']",positive
2022-05-26 05:38:33+00:00,Rafiajawis,Rafi.,kuliah ngang ngong uasnya offline ah asu,"['kuliah', 'ngang', 'ngong', 'uasnya', 'offline', 'ah', 'asu']",negative
2022-05-26 05:36:51+00:00,yuzuunee,Pacar Haechan,gue kira kuliah offline nggak separah ini,"['gue', 'kuliah', 'offline', 'nggak', 'parah']",negative
2022-05-26 05:35:43+00:00,stis_fess,STIS FESS,takut banget kalo tiba tiba kuliah offline soalnya ortu sender keuangannya lagi tipis dan udah wanti wanti kalau maâ€¦,"['takut', 'banget', 'kalo', 'kuliah', 'offline', 'ortu', 'sender', 'uang', 'tipis', 'udah', 'wanti', 'wanti', 'ma']",negative
2022-05-26 05:33:36+00:00,BaseAnakFK,âš•ï¸Base Anak FK | Open DMðŸ“©,dok kuliah offline seru cape dan menegangkan yah ðŸ™‚,"['dok', 'kuliah', 'offline', 'seru', 'cape', 'tegang', 'yah', '']",negative
2022-05-26 05:31:51+00:00,klsxxlya,kai | kangen day6,semuanya aja konser pas gue udah balik kuliah offline udah tau gue kuliah di luar jakartaðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ pengen pulanggg peâ€¦,"['aja', 'konser', 'pas', 'gue', 'udah', 'kuliah', 'offline', 'udah', 'tau', 'gue', 'kuliah', 'jakarta', 'ken', 'pulanggg', 'pe']",negative
2022-05-26 05:30:49+00:00,swagernizzz,eizy.,aku hr pertama kuliah offline dibonceng tmn jatoh dari motor wkwkwk alhamdulillah gapapa aman,"['hr', 'kuliah', 'offline', 'bonceng', 'tmn', 'jatoh', 'motor', 'wkwkwk', 'alhamdulillah', 'gapapa', 'aman']",negative
2022-05-26 05:29:08+00:00,potatoschesee,ara,pengenn tapi takut tiba tiba kuliah offline anjr ðŸ˜­ðŸ˜­,"['pengenn', 'takut', 'kuliah', 'offline', 'anjr', '']",negative
2022-05-26 05:25:09+00:00,airassha,aira shakilla Ê•â€¢ï»Œâ€¢Ê”,aku bisa sender kebetulan aku sekarang semester  pernah kuliah offline juga online hihi ohiya aku jugâ€¦,"['sender', 'semester', 'kuliah', 'offline', 'online', 'hihi', 'ohiya', 'jug']",positive
2022-05-26 05:19:30+00:00,clouryse,milan,aaaa semangat kuliah offline nyaâ˜¹ï¸ðŸ«¶ðŸ»,"['aaaa', 'semangat', 'kuliah', 'offline', 'nya']",positive
2022-05-26 05:15:40+00:00,Rahmankst,Overtuneee,wah butuh banget nih buat adek aku yang udah mulai kuliah offline tpi nga punya laptop lgi pusing nga punâ€¦,"['butuh', 'banget', 'nih', 'adek', 'udah', 'kuliah', 'offline', 'tpi', 'nga', 'laptop', 'lgi', 'pusing', 'nga', 'pun']",negative
2022-05-26 05:12:25+00:00,666izzle,audrey,kl kuliah offline tp temennya yk mah gw mau bgtbgt deh,"['kl', 'kuliah', 'offline', 'tp', 'temennya', 'yk', 'mah', 'gw', 'bgtbgt', 'deh']",positive
2022-05-26 05:10:43+00:00,iyyaaadeh,waaðŸŒ»,kak ada tips tips kuliah offline gakk,"['kak', 'tips', 'tips', 'kuliah', 'offline', 'gakk']",positive
2022-05-26 05:02:42+00:00,jinsgrey,ay,efek kuliah offlineðŸ‘ŽðŸ»,"['efek', 'kuliah', 'offline']",negative
2022-05-26 04:57:29+00:00,JUALAN_BASE,IKUT OPFOL UTK FOLLBACK,yang udah mulai sekolahkuliahkerja offline pasti butuh banget flashdisk âœ¨  flashdisk sandisk  gb new k aja niâ€¦,"['udah', 'sekolahkuliahkerja', 'offline', 'butuh', 'banget', 'flashdisk', '', 'flashdisk', 'sandisk', 'gb', 'new', 'k', 'aja', 'ni']",positive
2022-05-26 04:51:08+00:00,phylozopys,mi ðŸ€ free tag,kuliah offline gue gak sempet ngehunter,"['kuliah', 'offline', 'gue', 'gak', 'sempet', 'ngehunter']",negative
2022-05-26 04:31:37+00:00,sukabolly,noname,aga ketar ketir ya kalo kuliah mulai offlineðŸ˜¢,"['aga', 'ketar', 'tir', 'ya', 'kalo', 'kuliah', 'offline']",negative
2022-05-26 04:28:39+00:00,bogorfess_,BOGOR MENFESSðŸŸ¢,bgr mau jual tiket swaraya  day pass yang festival k ada yg mau angkut ga jadi nonton soalnya udah kuliah offline,"['bgr', 'jual', 'tiket', 'swaraya', 'day', 'pass', 'festival', 'k', 'yg', 'angkut', 'ga', 'nonton', 'udah', 'kuliah', 'offline']",negative
2022-05-26 04:15:16+00:00,sbtgenssprod,â Cimol Nguap â,gais yg dom depok apa gamau pocadate sama aku besok aku besok kuliah offline nih jalan yuk ðŸ¥¹â˜ï¸,"['gais', 'yg', 'dom', 'depok', 'gamau', 'pocadate', 'besok', 'besok', 'kuliah', 'offline', 'nih', 'jalan', 'yuk', '']",positive
2022-05-26 04:01:38+00:00,babyburn00,chaâ·âœ˜ðŸ”©,hari kuliah offline setelah  tahun di rumah aja capeknya bikin mau nangis,"['kuliah', 'offline', 'rumah', 'aja', 'capek', 'bikin', 'nang']",negative
2022-05-26 04:00:36+00:00,RezaEgha,Eunoia,deg deg an cuy mau masuk kuliah apalagi offline,"['deg', 'deg', 'an', 'cuy', 'masuk', 'kuliah', 'offline']",negative
2022-05-26 03:56:55+00:00,catatanindahns,1 Hari 1 Bab (IG),udah dp kosan dooong padahal otakku belum glowup buat kuliah offline ðŸ˜­ðŸ¤™,"['udah', 'dp', 'kosan', 'dooong', 'otak', 'glowup', 'kuliah', 'offline', '']",negative
2022-05-26 03:51:08+00:00,YTrasshy,fee,kuliah offline  orang orang  ðŸ¤©ðŸ¥³ aku  ðŸ¥¹ðŸ˜­  siap siap mulai minum kopi lagi setelah sekian lama absen,"['kuliah', 'offline', 'orang', 'orang', '', '', 'minum', 'kopi', 'sekian', 'absen']",positive
2022-05-26 03:48:35+00:00,raaf_jay,Jay dari Jawa,mau remind senin depan kuliah tamu offline yaa,"['remind', 'senin', 'kuliah', 'tamu', 'offline', 'yaa']",positive
2022-05-26 03:35:56+00:00,mks_fess,Makassar Fess,tabe mau tanya dimana bagus beli totebag buat pake kuliah di kalau bisa yg ada offline storenya di mks,"['tabe', 'mana', 'bagus', 'beli', 'totebag', 'pake', 'kuliah', 'yg', 'offline', 'storenya', 'mks']",positive
2022-05-26 03:26:15+00:00,Askrlfess,Askrlfess,askrl bayangin kalian beda kampus sama crush kuliah offline disambi magang mandiri di tempat yang sama secara onâ€¦,"['askrl', 'bayangin', 'beda', 'kampus', 'crush', 'kuliah', 'offline', 'sambi', 'magang', 'mandiri', 'on']",positive
2022-05-26 03:24:34+00:00,skiebliu,ð“«ð“µð“¾ð“®,mau banget sepatu ini buat kuliah karna udah offline   gajian di zaloraâ€¦,"['banget', 'sepatu', 'kuliah', 'karna', 'udah', 'offline', 'gaji', 'zalora']",positive
2022-05-26 03:05:28+00:00,photonbeams,Willow | kinda ia pekan UAS,gue dulu jaman masih kuliah offline kalo mandi selalu malem tp alhamdulillah sampe skrg gue sehat wal afiat ga adaâ€¦,"['gue', 'jaman', 'kuliah', 'offline', 'kalo', 'mandi', 'malem', 'tp', 'alhamdulillah', 'sampe', 'skrg', 'gue', 'sehat', 'wal', 'afiat', 'ga', 'ada']",positive
2022-05-26 02:55:12+00:00,collegemenfess,COLLE FORGER,cm kampusku aku baru ngelaksanain kuliah offline ðŸ˜‡,"['cm', 'kampus', 'ngelaksanain', 'kuliah', 'offline', '']",positive
2022-05-26 02:48:56+00:00,hikamulagiapa,iâ€™m new here,kuliah offline,"['kuliah', 'offline']",positive
2022-05-26 02:42:22+00:00,elvrslp,Rose âœ¿,yangg lagi butuhh atasan buat kuliah offline cek disini yaa ðŸ’—â¤ï¸,"['yangg', 'butuhh', 'atas', 'kuliah', 'offline', 'cek', 'yaa', '']",positive
2022-05-26 02:40:41+00:00,adorablejjkcsb,era,mampus kuliah dominan online uasnya offline,"['mampus', 'kuliah', 'dominan', 'online', 'uasnya', 'offline']",negative
2022-05-26 02:38:05+00:00,rapmafmums,Rapma FM,kok gini banget ya kuliah offline cape banget dari jam  sampe jam  kuliah abis kuliah pergi kekampus  ada urusâ€¦,"['gin', 'banget', 'ya', 'kuliah', 'offline', 'cape', 'banget', 'jam', 'sampe', 'jam', 'kuliah', 'abis', 'kuliah', 'pergi', 'kampus', 'urus']",negative
2022-05-26 02:35:07+00:00,ganyourstruly,â€ŽÍÍÍÍÙ‹,random tapi dulu pas masih kuliah offline aku suka takut bumped into ab di kampus sekarang aku takut bumped into hiâ€¦,"['random', 'pas', 'kuliah', 'offline', 'suka', 'takut', 'bumped', 'into', 'ab', 'kampus', 'takut', 'bumped', 'into', 'hi']",positive
2022-05-26 02:31:23+00:00,theonlyeokkii,ayyðŸ­ | rest,ak sibuk kuliah soalnya udah offline ðŸ¥²,"['ak', 'sibuk', 'kuliah', 'udah', 'offline', '']",negative
2022-05-26 02:31:22+00:00,abyssaldeity,iel ðŸ”Ž,buat kuliah semester depan udah mulai offline laptop yang sekarang udah  tahun nggak ngangkat softwarâ€¦,"['kuliah', 'semester', 'udah', 'offline', 'laptop', 'udah', 'nggak', 'ngangkat', 'softwar']",negative
2022-05-26 02:30:41+00:00,byhanagao,Sarah,bismillah laptop ini bakal aku kasihin ke adikku dia kuliah smt  jurusan pendidikan tp belum punya lapâ€¦,"['bismillah', 'laptop', 'kasihin', 'adik', 'kuliah', 'smt', 'jurus', 'didik', 'tp', 'lap']",positive
2022-05-26 02:27:42+00:00,aenatomi,jonny,buset ini gw kuliah pakar udah offline kh,"['buset', 'gw', 'kuliah', 'pakar', 'udah', 'offline', 'kh']",negative
2022-05-26 02:20:24+00:00,easypeasyaye,-,semenjak kuliah udh full offline parkiran mobilmotor selalu penuh kantin dan kelas apalagi penuh bgt dan cowoâ€¦,"['semenjak', 'kuliah', 'udh', 'full', 'offline', 'parkir', 'mobilmotor', 'penuh', 'kantin', 'kelas', 'penuh', 'bgt', 'cowo']",positive
2022-05-26 02:17:51+00:00,beautiaf,Mumut. â˜½ â€” ðŸ“Œ GIVEAWAY SKINCARE,bangun tidur langsung bete karena dapet edaran rektor kuliah offlineðŸ˜”,"['bangun', 'tidur', 'langsung', 'bete', 'dapet', 'edar', 'rektor', 'kuliah', 'offline']",negative
2022-05-26 02:10:39+00:00,nekeeeu,ppppeach,ga siap kuliah offline,"['ga', 'kuliah', 'offline']",negative
2022-05-26 02:10:12+00:00,_moonbao,eve,han wkwkw kuliah udah offline belum,"['han', 'wkwkw', 'kuliah', 'udah', 'offline']",positive
2022-05-26 02:00:08+00:00,sbyfess,ðŸ¦ˆ SUROBOYOFESS ðŸŠ,rek awkmu sing kuliah nek uteem nek kuliah offline dalam jangka waktu piro moleh nang omah seminggu pisan ta yaopo,"['rek', 'awkmu', 'sing', 'kuliah', 'nek', 'uteem', 'nek', 'kuliah', 'offline', 'jangka', 'piro', 'moleh', 'nang', 'omah', 'minggu', 'pis', 'ta', 'yaopo']",positive
2022-05-26 01:50:45+00:00,SilviaFaradella,piaoðŸŒ™,kuliah online gapaham kuliah offline ketar ketir,"['kuliah', 'online', 'gapaham', 'kuliah', 'offline', 'ketar', 'tir']",negative
2022-05-26 01:47:34+00:00,qerdust,ðŸ§ðŸ»â€â™€ï¸,mimpi udah kuliah offline wkaakka anjir ampe kebawa mimpi,"['mimpi', 'udah', 'kuliah', 'offline', 'wkaakka', 'anjir', 'ampe', 'bawa', 'mimpi']",negative
2022-05-26 01:20:05+00:00,Damnedspirit56,Akun bikinan temen gua,smlm abis marain cw gua karena g pernah bner masuk kuliah pdhl dah offline gua suruh bsk harus dateng akhirnya hrâ€¦,"['smlm', 'abis', 'marain', 'cw', 'gua', 'g', 'bner', 'masuk', 'kuliah', 'pdhl', 'dah', 'offline', 'gua', 'suruh', 'bsk', 'dateng', 'hr']",negative
2022-05-26 01:18:48+00:00,MarnieBonifacio,Marnie Jiela Verona,menfess nct akhirnya kita bisa ngeliat cha minho kuliah offline,"['menfess', 'nct', 'ngeliat', 'cha', 'minho', 'kuliah', 'offline']",positive
2022-05-26 01:02:40+00:00,itsdeliana,anailed,produktif bgt pagiâ€ udah di kampus dan udah sarapan kangen dah sama kegiatanâ€ yg offline di kampus yg kmrenâ€ itu bâ€¦,"['produktif', 'bgt', 'pagi', '', 'udah', 'kampus', 'udah', 'sarap', 'kangen', 'dah', 'giat', '', 'yg', 'offline', 'kampus', 'yg', 'kmren', '', 'b']",positive
2022-05-26 00:55:08+00:00,IHandayanti,Putri SaljuðŸŒ›,malu banget berhubung baru kuliah offline di semester  manggil dosen jadi teteh karena gue kira katingðŸ˜­,"['malu', 'banget', 'hubung', 'kuliah', 'offline', 'semester', 'manggil', 'dosen', 'teteh', 'gue', 'kating']",positive
2022-05-26 00:41:08+00:00,renleloml,ra â™ª,ga deng stop collectnya kalau udah offline kuliah aja,"['ga', 'deng', 'stop', 'collectnya', 'udah', 'offline', 'kuliah', 'aja']",positive
2022-05-26 00:08:36+00:00,juyolatte_,Aul,kak tapi emang beneranâ€¦ðŸ˜­ temenku yang rumahnya di sono sering banget kena banjir apalagi waktu kuliah oâ€¦,"['kak', 'emang', 'beneran', 'temenku', 'rumah', 'sono', 'banget', 'kena', 'banjir', 'kuliah', 'o']",negative
2022-05-26 00:04:11+00:00,fallin_autum,ðŸŒ¸RIRIDðŸ´,bimbel offline itu mahal dulu aja bisa  juta sebulan cuma buat sbmmandiri tapi hebat juga beberapa bisa strugglâ€¦,"['bimbel', 'offline', 'mahal', 'aja', 'juta', 'bulan', 'sbmmandiri', 'hebat', 'struggl']",
2022-05-25 23:34:27+00:00,UNSfess_,baca rules di bio! | UNS MENFESS,fess mau tanya dong sk kuliah offline yang beredar itu buat semester depan atau semester sekarang ya,"['fess', 'sk', 'kuliah', 'offline', 'edar', 'semester', 'semester', 'ya']",positive
2022-05-25 23:02:40+00:00,collegemenfess,COLLE FORGER,cm kalian udah kuliah offline semua kahh apa masih online angkatan ku masih online ðŸ˜­  yg   doang yg bolehâ€¦,"['cm', 'udah', 'kuliah', 'offline', 'kahh', 'online', 'angkat', 'ku', 'online', '', 'yg', 'doang', 'yg', 'boleh']",positive
2022-05-25 21:17:30+00:00,dancowmilkyyy,flooo,semoga nct dream world tour ntar ada di surabaya pas gue udh kuliah offline tapi hari sabtu aja biar tidak memakan uang transport,"['moga', 'nct', 'dream', 'world', 'tour', 'ntar', 'surabaya', 'pas', 'gue', 'udh', 'kuliah', 'offline', 'sabtu', 'aja', 'biar', 'makan', 'uang', 'transport']",positive
2022-05-25 20:48:35+00:00,collegemenfess,COLLE FORGER,cm punya sleep problem setelah kuliah jam tidur kebalik siang tdr malem ga tdr  kl siang ga tdrmalem ttp bsâ€¦,"['cm', 'sleep', 'problem', 'kuliah', 'jam', 'tidur', 'balik', 'siang', 'tdr', 'malem', 'ga', 'tdr', 'kl', 'siang', 'ga', 'tdrmalem', 'ttp', 'bs']",negative
2022-05-25 20:01:56+00:00,beterkukiis,nad,semenjak lulus sma tp sempet normal pas awal kuliah offline ehh dikasih kuliah online jadii lahh kembali tidak teâ€¦,"['semenjak', 'lulus', 'sma', 'tp', 'sempet', 'normal', 'pas', 'kuliah', 'offline', 'ehh', 'kasih', 'kuliah', 'online', 'jadi', 'lahh', 'te']",negative
2022-05-25 19:27:33+00:00,andrr3ee,drewÂ²Â² || LOLOS PIL 1 AAMIIN,lolos sbmptn pilihan  aamiin allahuma aamiin jadi maba kuliah offline senang nya hati ku bertemu teman baruâ€¦,"['lolos', 'sbmptn', 'pilih', 'aamiin', 'allahuma', 'aamiin', 'maba', 'kuliah', 'offline', 'senang', 'nya', 'hati', 'ku', 'temu', 'teman', 'baru']",positive
2022-05-25 19:06:39+00:00,jozounz,zonnn,ketar ketir ga si lu anj kuliah banyakan online sekalinya uas offline ðŸ¤¡,"['ketar', 'tir', 'ga', 'si', 'lu', 'anj', 'kuliah', 'banyak', 'online', 'sekali', 'uas', 'offline', '']",negative
2022-05-25 18:50:45+00:00,maanies_,lia,cerita hari ini  ngerjain pembukuan sampe g tidur asis smpe cape karna bimbang mentingin acc laprakkelas offlinâ€¦,"['cerita', 'ngerjain', 'buku', 'sampe', 'g', 'tidur', 'asis', 'smpe', 'cape', 'karna', 'bimbang', 'mentingin', 'acc', 'laprakkelas', 'offlin']",negative
2022-05-25 18:30:17+00:00,oOovaltineee,violaâœ§,belum pernah kuliah offline tapi pasti cape banget sih yaaa apalagi di luar ruangan terusssðŸ‘ðŸ»,"['kuliah', 'offline', 'cape', 'banget', 'sih', 'yaaa', 'ruang', 'terusss']",negative
2022-05-25 17:41:41+00:00,dsnzie,z,l haha hihi kuliah onlen finalnya offline,"['l', 'haha', 'hihi', 'kuliah', 'onlen', 'final', 'offline']",negative
2022-05-25 17:37:30+00:00,skradapap,selinganmu,dari awal kuliah offline sampai sekarang belum bisa tidur tenang tanpa tugas dan laporanâ˜ºï¸,"['kuliah', 'offline', 'tidur', 'tenang', 'tugas', 'lapor']",negative
2022-05-25 17:16:02+00:00,dawghnuttt,deya,gw siap ga siap anjir kuliah offline,"['gw', 'ga', 'anjir', 'kuliah', 'offline']",negative
2022-05-25 17:06:59+00:00,yahyunnn,tjun,ternyata kuliah offline membuatku sangat boros,"['kuliah', 'offline', 'buat', 'boros']",negative
2022-05-25 17:03:44+00:00,temipu1,temipu,dulu dah nyaman kuliah offline tiba tiba disuruh online kagok lah kudu adaptasi sampe nyaman bgt skrg online danâ€¦,"['dah', 'nyaman', 'kuliah', 'offline', 'suruh', 'online', 'kagok', 'kudu', 'adaptasi', 'sampe', 'nyaman', 'bgt', 'skrg', 'online', 'dan']",negative
2022-05-25 17:00:00+00:00,babbysweetyy,Hani,kangen tembalang sama suasana kuliah offline,"['kangen', 'tembalang', 'suasana', 'kuliah', 'offline']",positive
2022-05-25 16:57:08+00:00,a058117d9a91416,Nagaraik,dips mau nanya ke kating fisip yang dulu kuliah offline kalo mau ke kampus bisa lewat sini nggak ya kak,"['dips', 'nanya', 'kating', 'fisip', 'kuliah', 'offline', 'kalo', 'kampus', 'nggak', 'ya', 'kak']",positive
2022-05-25 16:53:58+00:00,gilangbramasto,Gilang Bramasto,iki kuliah wes  offline rung si,"['iki', 'kuliah', 'wes', 'offline', 'rung', 'si']",positive
2022-05-25 16:36:14+00:00,nacill_,urbbygirl,ngeliat tmnÂ² yg udah pda mulai kuliah offline trs ikut organisasi dll ngerasa pgn bgt di posisi mrk gmn sih rasanyâ€¦,"['ngeliat', 'tmn', 'yg', 'udah', 'pda', 'kuliah', 'offline', 'trs', 'organisasi', 'dll', 'ngerasa', 'pgn', 'bgt', 'posisi', 'mrk', 'gmn', 'sih', 'rasany']",positive
2022-05-25 16:35:43+00:00,0xhmdluvrs,ðŸ€Ê•â€¢ï»Œâ€¢Ê” freetag ðŸ’,ini lagi di fase bosen tapi pas rest bentar langsung mikir dompet tipis kuliah offline ga dapet uang saâ€¦,"['fase', 'bosen', 'pas', 'rest', 'bentar', 'langsung', 'mikir', 'dompet', 'tipis', 'kuliah', 'offline', 'ga', 'dapet', 'uang', 'sa']",negative
2022-05-25 16:35:07+00:00,Xololoxyz,xyz,kuliah offline boros tenan gek aku wong e yo ayo ayo aeðŸ¦¶ðŸ»ðŸ˜­,"['kuliah', 'offline', 'boros', 'tenan', 'gek', 'e', 'yo', 'ayo', 'ayo', 'ae']",negative
2022-05-25 16:34:10+00:00,uriyoonsu,oceâ›… || free tagðŸ£,aku jg lagi mau mulai olahraga lagi makji kebetulan lagi liatin sport braðŸ˜…ðŸ˜… aku pas bulan oktober lalu raâ€¦,"['jg', 'olahraga', 'makji', 'liatin', 'sport', 'bra', 'pas', 'oktober', 'ra']",
2022-05-25 16:29:40+00:00,HoohlinHooh,E,kmrn habis crita crita ke hg jaman kuliah offline sblm corona jd kangen jg ya ngerasain kangen balik solo dan kalâ€¦,"['kmrn', 'habis', 'crita', 'crita', 'hg', 'jaman', 'kuliah', 'offline', 'sblm', 'corona', 'jd', 'kangen', 'jg', 'ya', 'ngerasain', 'kangen', 'solo', 'kal']",positive
2022-05-25 16:28:49+00:00,chicxencurry,key,ini si wishlist aku yg shade iris pen bgt buat kuliah offline nanti,"['si', 'wishlist', 'yg', 'shade', 'iris', 'pen', 'bgt', 'kuliah', 'offline']",positive
2022-05-25 16:23:30+00:00,taymysunshinee,silaaâ˜€ï¸,beli laptop baru sisanya simpan buat bayar spp sama kebutuhan kuliah offline nanti insyaallah,"['beli', 'laptop', 'sisa', 'simpan', 'bayar', 'spp', 'butuh', 'kuliah', 'offline', 'insyaallah']",positive
2022-05-25 16:16:23+00:00,himaska_unri,HIMASKA FMIPA UNRI,diadakannya pelatihan internal ii kegiatan ini akan dilaksanakan secara offline dengan rincian agenda sebagai berâ€¦,"['ada', 'latih', 'internal', 'ii', 'giat', 'laksana', 'offline', 'rincian', 'agenda', 'ber']",positive
2022-05-25 16:15:02+00:00,tanyakanrl,Tanyarl : ON ðŸ’š,ðŸ’š besok kalian yg kuliah tetep berangkat ga offline atau online,"['', 'besok', 'yg', 'kuliah', 'tetep', 'berangkat', 'ga', 'offline', 'online']",positive
2022-05-25 16:14:03+00:00,scaleeeee,EL,dulu pas smt  masih offline klo punya ovo balik kuliah ke gramed beli buku trs pas pandemi beli bukunya di grobmâ€¦,"['pas', 'smt', 'offline', 'klo', 'ovo', 'kuliah', 'gramed', 'beli', 'buku', 'trs', 'pas', 'pandemi', 'beli', 'buku', 'grobm']",positive
2022-05-25 16:09:35+00:00,vagukkie,Azza #vkðŸ’,ndaaa aku baru baca pin ðŸ˜¢ðŸ˜¢  sedii  cuma ikut seneng uts nya dapet a nda kerennn btw semangat kuliaâ€¦,"['ndaaa', 'baca', 'pin', '', 'sedii', 'neng', 'uts', 'nya', 'dapet', 'a', 'nda', 'kerennn', 'btw', 'semangat', 'kulia']",positive
2022-05-25 16:09:28+00:00,moonforhealing,Dani,pikachu gloo kok mondar mandir terus  kuliah ga full offline,"['pikachu', 'gloo', 'mondar', 'mandir', 'kuliah', 'ga', 'full', 'offline']",positive
2022-05-25 16:05:09+00:00,wahyunitarum,ðŸ£,wkwkwk sedinya dptt semangat ya mba semoga ada rezeki baik lainnya walaupun blm rezeki kita utk ngeraâ€¦,"['wkwkwk', 'sedinya', 'dptt', 'semangat', 'ya', 'mba', 'moga', 'rezeki', 'blm', 'rezeki', 'utk', 'ngera']",
2022-05-25 15:58:41+00:00,sznevercry,ordinary hooman,hello moots mau nanya donggg kalian yg kuliah udah pada mulai offline belum kampusnya,"['hello', 'moots', 'nanya', 'donggg', 'yg', 'kuliah', 'udah', 'offline', 'kampus']",positive
2022-05-25 15:58:20+00:00,lillsunflowie,AyasðŸ°,pengen kuliah lagi tapi yg offline kangen masuk kuliah masðŸ˜©,"['ken', 'kuliah', 'yg', 'offline', 'kangen', 'masuk', 'kuliah', 'mas']",negative
2022-05-25 15:52:01+00:00,johndoluogical,Ryu Chivaaree. â™¡ #HIDE,sebenernya kuliah offline seru tapi gue nanti ketemu mantan gebetan ðŸ¥²  goblok banget si ryu dari dulu lu tuh ya naâ€¦,"['sebenernya', 'kuliah', 'offline', 'seru', 'gue', 'ketemu', 'mantan', 'gebetan', '', 'goblok', 'banget', 'si', 'ryu', 'lu', 'tuh', 'ya', 'na']",negative
2022-05-25 15:45:28+00:00,snkzeke,jeje forger,lu tau gak sih gw mau kuliah offline gajadi krna mak gw bilang paling gajadi wktu kemarin gw bilang ma lusa ak oâ€¦,"['lu', 'tau', 'gak', 'sih', 'gw', 'kuliah', 'offline', 'gajadi', 'krna', 'mak', 'gw', 'bilang', 'gajadi', 'wktu', 'kemarin', 'gw', 'bilang', 'ma', 'lusa', 'ak', 'o']",negative
